date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:45:48	4844/4844	---M-Z	200	added ('OK')	text/html	etag:%2212ec-64a600d8da1b3-gzip%22	https://coderthemes.com/paces/bootstrap/auth-reset-pass.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/auth-reset-pass.html	(from https://coderthemes.com/paces/bootstrap/auth-sign-in.html)
12:45:48	272878/272878	---M--	200	added ('OK')	image/svg+xml	etag:%22429ee-6472b34185d01%22	https://coderthemes.com/paces/bootstrap/assets/images/auth-card-bg.svg	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/images/auth-card-bg.svg	(from https://coderthemes.com/paces/bootstrap/auth-sign-in.html)
12:45:48	9280/9280	---M-Z	200	added ('OK')	text/html	etag:%222440-64a600d8da1b3-gzip%22	https://coderthemes.com/paces/bootstrap/auth-sign-up.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/auth-sign-up.html	(from https://coderthemes.com/paces/bootstrap/auth-sign-in.html)
12:45:49	27210/27210	---M-Z	200	added ('OK')	application/javascript	etag:%226a4a-64a5f0215cd50-gzip%22	https://coderthemes.com/paces/bootstrap/assets/js/app.js	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/js/app.js	(from https://coderthemes.com/paces/bootstrap/auth-sign-in.html)
12:45:49	732233/732233	---MCZ	200	added ('OK')	application/javascript	etag:%22b2c49-6472b341a2221-gzip%22	https://coderthemes.com/paces/bootstrap/assets/js/vendors.min.js	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/js/vendors.min.js	(from https://coderthemes.com/paces/bootstrap/auth-sign-in.html)
12:45:50	318/318	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2011%20May%202026%2007:15:49%20GMT	https://coderthemes.com/paces/bootstrap/assets/fonts/boxicons.eot	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/fonts/boxicons.eot	(from https://coderthemes.com/paces/bootstrap/assets/css/vendors.min.css)
12:45:50	318/318	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2011%20May%202026%2007:15:50%20GMT	https://coderthemes.com/paces/bootstrap/assets/fonts/boxicons.woff2	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/fonts/boxicons.woff2	(from https://coderthemes.com/paces/bootstrap/assets/css/vendors.min.css)
12:45:50	318/318	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2011%20May%202026%2007:15:50%20GMT	https://coderthemes.com/paces/bootstrap/assets/fonts/boxicons.woff	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/fonts/boxicons.woff	(from https://coderthemes.com/paces/bootstrap/assets/css/vendors.min.css)
12:45:51	318/318	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2011%20May%202026%2007:15:50%20GMT	https://coderthemes.com/paces/bootstrap/assets/fonts/boxicons.ttf	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/fonts/boxicons.ttf	(from https://coderthemes.com/paces/bootstrap/assets/css/vendors.min.css)
12:45:51	318/318	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2011%20May%202026%2007:15:51%20GMT	https://coderthemes.com/paces/bootstrap/assets/fonts/boxicons.svg?	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/fonts/boxiconsd41d.svg	(from https://coderthemes.com/paces/bootstrap/assets/css/vendors.min.css)
12:45:51	318/318	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2011%20May%202026%2007:15:51%20GMT	https://coderthemes.com/paces/bootstrap/assets/css/fonts/remixicon.eot?t=1769685282643	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/css/fonts/remixiconea58.eot	(from https://coderthemes.com/paces/bootstrap/assets/css/vendors.min.css)
12:45:52	189216/189216	---M--	200	added ('OK')	font/woff2	etag:%222e320-64a5f0215cd50%22	https://coderthemes.com/paces/bootstrap/assets/css/fonts/remixicon.woff2?t=1769685282643	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/css/fonts/remixiconea58.woff2	(from https://coderthemes.com/paces/bootstrap/assets/css/vendors.min.css)
12:45:53	260480/260480	---M--	200	added ('OK')	font/woff	etag:%223f980-64a5f0215bdb0%22	https://coderthemes.com/paces/bootstrap/assets/css/fonts/remixicon.woff?t=1769685282643	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/css/fonts/remixiconea58.woff	(from https://coderthemes.com/paces/bootstrap/assets/css/vendors.min.css)
12:45:54	318/318	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2011%20May%202026%2007:15:54%20GMT	https://coderthemes.com/paces/bootstrap/assets/css/fonts/remixicon.svg?t=1769685282643	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/css/fonts/remixiconea58.svg	(from https://coderthemes.com/paces/bootstrap/assets/css/vendors.min.css)
12:45:55	613136/613136	---M--	200	added ('OK')	font/ttf	etag:%2295b10-64a5f0215bdb0%22	https://coderthemes.com/paces/bootstrap/assets/css/fonts/remixicon.ttf?t=1769685282643	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/css/fonts/remixiconea58.ttf	(from https://coderthemes.com/paces/bootstrap/assets/css/vendors.min.css)
12:45:56	831044/831044	---M--	200	added ('OK')	font/woff2	etag:%22cae44-6472b34183dc2%22	https://coderthemes.com/paces/bootstrap/assets/css/fonts/tabler-icons.woff2?v3.35.0	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/css/fonts/tabler-icons63ae.woff2	(from https://coderthemes.com/paces/bootstrap/assets/css/vendors.min.css)
12:45:57	3260/3260	---M-Z	200	added ('OK')	text/css	etag:%22cbc-6472b341afce1-gzip%22	https://coderthemes.com/paces/bootstrap/assets/plugins/jsvectormap/jsvectormap.min.css	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/plugins/jsvectormap/jsvectormap.min.css	(from https://coderthemes.com/paces/bootstrap/index.html)
12:45:57	14481/14481	---M--	200	added ('OK')	image/png	etag:%223891-6472b341937c1%22	https://coderthemes.com/paces/bootstrap/assets/images/logo-sm.png	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/images/logo-sm.png	(from https://coderthemes.com/paces/bootstrap/index.html)
12:45:58	184817/184817	---M--	200	added ('OK')	image/jpeg	etag:%222d1f1-6472b3419a521%22	https://coderthemes.com/paces/bootstrap/assets/images/stock/small-8.jpg	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/images/stock/small-8.jpg	(from https://coderthemes.com/paces/bootstrap/index.html)
12:45:58	990/990	---M--	200	added ('OK')	image/svg+xml	etag:%223de-6472b341937c1%22	https://coderthemes.com/paces/bootstrap/assets/images/logos/google.svg	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/images/logos/google.svg	(from https://coderthemes.com/paces/bootstrap/index.html)
12:45:58	1220100/1220100	---M--	200	added ('OK')	font/woff	etag:%22129e04-6472b34182e22%22	https://coderthemes.com/paces/bootstrap/assets/css/fonts/tabler-icons.woff?	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/css/fonts/tabler-iconsd41d.woff	(from https://coderthemes.com/paces/bootstrap/assets/css/vendors.min.css)
12:45:58	514/514	---M--	200	added ('OK')	image/svg+xml	etag:%22202-6472b341937c1%22	https://coderthemes.com/paces/bootstrap/assets/images/logos/figma.svg	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/images/logos/figma.svg	(from https://coderthemes.com/paces/bootstrap/index.html)
12:45:58	1214/1214	---M--	200	added ('OK')	image/svg+xml	etag:%224be-6472b341937c1%22	https://coderthemes.com/paces/bootstrap/assets/images/logos/slack.svg	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/images/logos/slack.svg	(from https://coderthemes.com/paces/bootstrap/index.html)
12:45:59	487/487	---M--	200	added ('OK')	image/svg+xml	etag:%221e7-6472b341937c1%22	https://coderthemes.com/paces/bootstrap/assets/images/logos/dropbox.svg	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/images/logos/dropbox.svg	(from https://coderthemes.com/paces/bootstrap/index.html)
12:45:59	33295/33295	---M--	200	added ('OK')	image/jpeg	etag:%22820f-6472b3419c461%22	https://coderthemes.com/paces/bootstrap/assets/images/users/user-4.jpg	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/images/users/user-4.jpg	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:00	33467/33467	---M--	200	added ('OK')	image/jpeg	etag:%2282bb-6472b3419c461%22	https://coderthemes.com/paces/bootstrap/assets/images/users/user-5.jpg	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/images/users/user-5.jpg	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:00	30491/30491	---M--	200	added ('OK')	image/jpeg	etag:%22771b-6472b3419c461%22	https://coderthemes.com/paces/bootstrap/assets/images/users/user-6.jpg	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/images/users/user-6.jpg	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:00	34378/34378	---M--	200	added ('OK')	image/jpeg	etag:%22864a-6472b3419c461%22	https://coderthemes.com/paces/bootstrap/assets/images/users/user-7.jpg	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/images/users/user-7.jpg	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:00	25476/25476	---M--	200	added ('OK')	image/jpeg	etag:%226384-6472b3419c461%22	https://coderthemes.com/paces/bootstrap/assets/images/users/user-8.jpg	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/images/users/user-8.jpg	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:01	16289/16289	---M--	200	added ('OK')	image/svg+xml	etag:%223fa1-6472b3418e9a1%22	https://coderthemes.com/paces/bootstrap/assets/images/flags/us.svg	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/images/flags/us.svg	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:01	218/218	---M--	200	added ('OK')	image/svg+xml	etag:%22da-6472b34188be1%22	https://coderthemes.com/paces/bootstrap/assets/images/flags/de.svg	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/images/flags/de.svg	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:01	289/289	---M--	200	added ('OK')	image/svg+xml	etag:%22121-6472b3418bac1%22	https://coderthemes.com/paces/bootstrap/assets/images/flags/it.svg	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/images/flags/it.svg	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:02	287/287	---M--	200	added ('OK')	image/svg+xml	etag:%2211f-6472b3418da01%22	https://coderthemes.com/paces/bootstrap/assets/images/flags/ru.svg	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/images/flags/ru.svg	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:02	93669/93669	---M--	200	added ('OK')	image/svg+xml	etag:%2216de5-6472b3418ab21%22	https://coderthemes.com/paces/bootstrap/assets/images/flags/es.svg	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/images/flags/es.svg	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:02	1084/1084	---M--	200	added ('OK')	image/svg+xml	etag:%2243c-6472b3418bac1%22	https://coderthemes.com/paces/bootstrap/assets/images/flags/in.svg	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/images/flags/in.svg	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:03	10221/10221	---M--	200	added ('OK')	image/svg+xml	etag:%2227ed-6472b3418da01%22	https://coderthemes.com/paces/bootstrap/assets/images/flags/sa.svg	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/images/flags/sa.svg	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:03	30220/30220	---M--	200	added ('OK')	image/jpeg	etag:%22760c-6472b3419c461%22	https://coderthemes.com/paces/bootstrap/assets/images/users/user-1.jpg	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/images/users/user-1.jpg	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:03	4564/4564	---M-Z	200	added ('OK')	text/html	etag:%2211d4-64a600d8da1b3-gzip%22	https://coderthemes.com/paces/bootstrap/auth-lock-screen.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/auth-lock-screen.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:03	2413932/2413932	---M--	200	added ('OK')	font/ttf	etag:%2224d56c-6472b34180ee2%22	https://coderthemes.com/paces/bootstrap/assets/css/fonts/tabler-icons.ttf?v3.35.0	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/css/fonts/tabler-icons63ae.ttf	(from https://coderthemes.com/paces/bootstrap/assets/css/vendors.min.css)
12:46:04	317190/317190	---M-Z	200	added ('OK')	text/html	etag:%224d706-64a600d8e2e53-gzip%22	https://coderthemes.com/paces/bootstrap/dashboard-analytics.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/dashboard-analytics.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:04	137622/137622	---M--	200	added ('OK')	image/svg+xml	etag:%2221996-6472b3419c461%22	https://coderthemes.com/paces/bootstrap/assets/images/user-bg-pattern.svg	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/assets/images/user-bg-pattern.svg	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:05	317389/317389	---M-Z	200	added ('OK')	text/html	etag:%224d7cd-64a600d8e2e53-gzip%22	https://coderthemes.com/paces/bootstrap/dashboard-crm.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/dashboard-crm.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:06	289218/289218	---M-Z	200	added ('OK')	text/html	etag:%22469c2-64a600d8e2e53-gzip%22	https://coderthemes.com/paces/bootstrap/dashboard-finance.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/dashboard-finance.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:06	308535/308535	---M-Z	200	added ('OK')	text/html	etag:%224b537-64a600d8e2e53-gzip%22	https://coderthemes.com/paces/bootstrap/dashboard-projects.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/dashboard-projects.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:06	300632/300632	---M-Z	200	added ('OK')	text/html	etag:%2249658-64a600d8c9813-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-products.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-products.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:07	297442/297442	---M-Z	200	added ('OK')	text/html	etag:%22489e2-64a600d8c9813-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-products-grid.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-products-grid.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:07	283836/283836	---M-Z	200	added ('OK')	text/html	etag:%22454bc-64a600d8c8873-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-product-details.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-product-details.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:07	257708/257708	---M-Z	200	added ('OK')	text/html	etag:%223eeac-64a600d8c8873-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-product-add.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-product-add.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:07	274469/274469	---M-Z	200	added ('OK')	text/html	etag:%2243025-64a600d8c78d3-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-categories.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-categories.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:08	282650/282650	---M-Z	200	added ('OK')	text/html	etag:%224501a-64a600d8c8873-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-orders.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-orders.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:08	269919/269919	---M-Z	200	added ('OK')	text/html	etag:%2241e5f-64a600d8c8873-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-order-details.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-order-details.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:08	246561/246561	---M-Z	200	added ('OK')	text/html	etag:%223c321-64a600d8c78d3-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-order-add.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-order-add.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:09	275593/275593	---M-Z	200	added ('OK')	text/html	etag:%2243489-64a600d8c78d3-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-customers.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-customers.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:09	252137/252137	---M-Z	200	added ('OK')	text/html	etag:%223d8e9-64a600d8c6933-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-cart.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-cart.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:10	331530/331530	---M-Z	200	added ('OK')	text/html	etag:%2250f0a-64a600d8c78d3-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-checkout.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-checkout.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:10	277898/277898	---M-Z	200	added ('OK')	text/html	etag:%2243d8a-64a600d8cb753-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-sellers.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-sellers.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:10	286015/286015	---M-Z	200	added ('OK')	text/html	etag:%2245d3f-64a600d8cb753-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-seller-details.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-seller-details.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:10	300530/300530	---M-Z	200	added ('OK')	text/html	etag:%22495f2-64a600d8ca7b3-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-refunds.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-refunds.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:11	272967/272967	---M-Z	200	added ('OK')	text/html	etag:%2242a47-64a600d8ca7b3-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-reviews.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-reviews.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:11	291645/291645	---M-Z	200	added ('OK')	text/html	etag:%224733d-64a600d8cc6f3-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-warehouse.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-warehouse.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:11	278477/278477	---M-Z	200	added ('OK')	text/html	etag:%2243fcd-64a600d8c9813-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-product-stocks.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-product-stocks.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:12	283173/283173	---M-Z	200	added ('OK')	text/html	etag:%2245225-64a600d8ca7b3-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-purchased-orders.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-purchased-orders.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:12	268088/268088	---M-Z	200	added ('OK')	text/html	etag:%2241738-64a600d8c9813-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-product-views.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-product-views.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:12	249997/249997	---M-Z	200	added ('OK')	text/html	etag:%223d08d-64a600d8cb753-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-sales.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-sales.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:13	281054/281054	---M-Z	200	added ('OK')	text/html	etag:%22449de-64a600d8c6933-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-attributes.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-attributes.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:13	286316/286316	---M-Z	200	added ('OK')	text/html	etag:%2245e6c-64a600d8cb753-gzip%22	https://coderthemes.com/paces/bootstrap/apps-ecommerce-settings.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-ecommerce-settings.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:14	281818/281818	---M-Z	200	added ('OK')	text/html	etag:%2244cda-64a600d8c2ab3-gzip%22	https://coderthemes.com/paces/bootstrap/apps-chat.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-chat.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:14	304749/304749	---M-Z	200	added ('OK')	text/html	etag:%224a66d-64a600d8d43f3-gzip%22	https://coderthemes.com/paces/bootstrap/apps-projects-grid.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-projects-grid.html	(from https://coderthemes.com/paces/bootstrap/index.html)
12:46:14	295887/295887	---M-Z	200	added ('OK')	text/html	etag:%22483cf-64a600d8d5393-gzip%22	https://coderthemes.com/paces/bootstrap/apps-projects-list.html	C:/My%20Web%20Sites/Sukaina%20gems%20admin/coderthemes.com/paces/bootstrap/apps-projects-list.html	(from https://coderthemes.com/paces/bootstrap/index.html)
